Code INSEE,Code Postal,Commune,Département,Région,Statut,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région,geometry
62848,62131,VERQUIN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],37.0,371.0,3.3,"50.501416201272015, 2.642451000871776","{""coordinates"": [[[2.650781595829101, 50.48678952591866], [2.630981977568144, 50.49690212838756], [2.632293940344779, 50.50609754941388], [2.6277499705477902, 50.5115054752756], [2.627697587609441, 50.5128786390282], [2.637143134506092, 50.51483650100447], [2.649804966956514, 50.50989130566214], [2.656368194782104, 50.488708129015855], [2.650781595829101, 50.48678952591866]]], ""type"": ""Polygon""}",15944,848,53,2,62,31,"POLYGON ((2.650781595829101 50.48678952591866, 2.630981977568144 50.49690212838756, 2.632293940344779 50.50609754941388, 2.6277499705477902 50.5115054752756, 2.627697587609441 50.5128786390282, 2.637143134506092 50.51483650100447, 2.649804966956514 50.50989130566214, 2.656368194782104 50.488708129015855, 2.650781595829101 50.48678952591866))"
62042,62223,ATHIES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],81.0,438.0,1.0,"50.307133152203086, 2.841950498988594","{""coordinates"": [[[2.844639007045906, 50.29718711140644], [2.826190137412164, 50.29802442254538], [2.834990972411932, 50.3200606140916], [2.848901946483623, 50.32002457192725], [2.849902456619338, 50.31838276383885], [2.846615115622503, 50.31575704611367], [2.855780893965302, 50.307507980838366], [2.857341910763659, 50.30082082301162], [2.854981575507962, 50.297801276778785], [2.844639007045906, 50.29718711140644]]], ""type"": ""Polygon""}",20594,42,3,1,62,31,"POLYGON ((2.844639007045906 50.29718711140644, 2.826190137412164 50.29802442254538, 2.834990972411932 50.3200606140916, 2.848901946483623 50.32002457192725, 2.849902456619338 50.31838276383885, 2.846615115622503 50.31575704611367, 2.855780893965302 50.307507980838366, 2.857341910763659 50.30082082301162, 2.854981575507962 50.297801276778785, 2.844639007045906 50.29718711140644))"
59073,59270,BERTHEN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],68.0,516.0,0.5,"50.77793830162565, 2.687562271896915","{""coordinates"": [[[2.697392446930195, 50.76572063779751], [2.682970857791267, 50.76202393435331], [2.6780283657490793, 50.77824251742068], [2.664276082142487, 50.782028437698386], [2.672266578329197, 50.78938008684784], [2.6817879007438723, 50.79234766173288], [2.705870267008819, 50.779621351034756], [2.706586663559715, 50.770874925972876], [2.698039533817129, 50.768683146708796], [2.697392446930195, 50.76572063779751]]], ""type"": ""Polygon""}",23923,73,6,4,59,31,"POLYGON ((2.697392446930195 50.76572063779751, 2.682970857791267 50.76202393435331, 2.6780283657490793 50.77824251742068, 2.664276082142487 50.782028437698386, 2.672266578329197 50.78938008684784, 2.6817879007438723 50.79234766173288, 2.705870267008819 50.779621351034756, 2.706586663559715 50.770874925972876, 2.698039533817129 50.768683146708796, 2.697392446930195 50.76572063779751))"
62375,62111,GOMMECOURT,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],141.0,335.0,0.1,"50.13792059533231, 2.652842452933445","{""coordinates"": [[[2.6663201768285223, 50.13109606462605], [2.652088858259673, 50.13239469688187], [2.643694818067607, 50.13001770762126], [2.632988744220713, 50.13644325730079], [2.646818246242997, 50.144934473418196], [2.661186425389633, 50.14670816163824], [2.670172399142955, 50.135973956069044], [2.6663201768285223, 50.13109606462605]]], ""type"": ""Polygon""}",15632,375,40,1,62,31,"POLYGON ((2.6663201768285223 50.13109606462605, 2.652088858259673 50.13239469688187, 2.643694818067607 50.13001770762126, 2.632988744220713 50.13644325730079, 2.646818246242997 50.144934473418196, 2.661186425389633 50.14670816163824, 2.670172399142955 50.135973956069044, 2.6663201768285223 50.13109606462605))"
62324,62580,FARBUS,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],85.0,358.0,0.5,"50.36021966505877, 2.826811033361553","{""coordinates"": [[[2.826996638060235, 50.349093878718186], [2.807091026031124, 50.36260298363937], [2.834206634012148, 50.371081435538905], [2.8388714682842773, 50.36967811696092], [2.8370524424288623, 50.350490167451504], [2.826996638060235, 50.349093878718186]]], ""type"": ""Polygon""}",22367,324,45,1,62,31,"POLYGON ((2.826996638060235 50.349093878718186, 2.807091026031124 50.36260298363937, 2.834206634012148 50.371081435538905, 2.8388714682842773 50.36967811696092, 2.8370524424288623 50.350490167451504, 2.826996638060235 50.349093878718186))"
62497,62790,LEFOREST,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],30.0,621.0,7.2,"50.43941106416323, 3.058590089263983","{""coordinates"": [[[3.03897938116258, 50.423183235869836], [3.036155391290309, 50.42374066752128], [3.042370594979733, 50.42884657981137], [3.051505838420593, 50.42945354146831], [3.041610588305769, 50.444511392577496], [3.046170767053487, 50.450524152913644], [3.058816688705002, 50.4561830272682], [3.066525154829788, 50.45853098058363], [3.06781716567865, 50.44685169504275], [3.081786038927895, 50.443728324794286], [3.074721678660854, 50.43864296811664], [3.06851938203504, 50.42564803627258], [3.03897938116258, 50.423183235869836]]], ""type"": ""Polygon""}",15312,497,56,7,62,31,"POLYGON ((3.03897938116258 50.423183235869836, 3.036155391290309 50.42374066752128, 3.042370594979733 50.42884657981137, 3.051505838420593 50.42945354146831, 3.041610588305769 50.444511392577496, 3.046170767053487 50.450524152913644, 3.058816688705002 50.4561830272682, 3.066525154829788 50.45853098058363, 3.06781716567865 50.44685169504275, 3.081786038927895 50.443728324794286, 3.074721678660854 50.43864296811664, 3.06851938203504 50.42564803627258, 3.03897938116258 50.423183235869836))"
59092,59111,BOUCHAIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],37.0,1252.0,4.1,"50.280846364302384, 3.312165112100122","{""coordinates"": [[[3.289065184461652, 50.250327603042706], [3.287134773345934, 50.25316953772448], [3.28264679706124, 50.25200364954522], [3.285994812820909, 50.26457562912815], [3.298767909127026, 50.27848062278], [3.29463114723508, 50.280313287923136], [3.300439728320952, 50.28866748559951], [3.285491473572257, 50.29702624627451], [3.330930568356928, 50.29868142489243], [3.330587488187876, 50.301950555695996], [3.346700509486339, 50.30694326532178], [3.3500292086550862, 50.30174425266042], [3.336544733749218, 50.291348611618076], [3.331847236442583, 50.27816252621291], [3.324494686317193, 50.274339142793266], [3.309704804445482, 50.266026775622386], [3.304838971187098, 50.25356696701224], [3.295854952384166, 50.25476514497117], [3.289065184461652, 50.250327603042706]]], ""type"": ""Polygon""}",3455,92,11,6,59,31,"POLYGON ((3.289065184461652 50.250327603042706, 3.287134773345934 50.25316953772448, 3.28264679706124 50.25200364954522, 3.285994812820909 50.26457562912815, 3.298767909127026 50.27848062278, 3.29463114723508 50.280313287923136, 3.300439728320952 50.28866748559951, 3.285491473572257 50.29702624627451, 3.330930568356928 50.29868142489243, 3.330587488187876 50.301950555695996, 3.346700509486339 50.30694326532178, 3.3500292086550862 50.30174425266042, 3.336544733749218 50.291348611618076, 3.331847236442583 50.27816252621291, 3.324494686317193 50.274339142793266, 3.309704804445482 50.266026775622386, 3.304838971187098 50.25356696701224, 3.295854952384166 50.25476514497117, 3.289065184461652 50.250327603042706))"
62325,62560,FAUQUEMBERGUES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],122.0,708.0,1.0,"50.593314882808734, 2.0998461672231272","{""coordinates"": [[[2.104506916120244, 50.57605751045021], [2.089483381601969, 50.585282688684686], [2.086046416825929, 50.591324824542895], [2.060283962722201, 50.602764425283354], [2.068511948382729, 50.60244053491671], [2.123584556669794, 50.60235712852], [2.123757627429937, 50.59243166946087], [2.104506916120244, 50.57605751045021]]], ""type"": ""Polygon""}",16397,325,23,5,62,31,"POLYGON ((2.104506916120244 50.57605751045021, 2.089483381601969 50.585282688684686, 2.086046416825929 50.591324824542895, 2.060283962722201 50.602764425283354, 2.068511948382729 50.60244053491671, 2.123584556669794 50.60235712852, 2.123757627429937 50.59243166946087, 2.104506916120244 50.57605751045021))"
62068,62116,AYETTE,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],117.0,513.0,0.3,"50.169922230484985, 2.732632826731249","{""coordinates"": [[[2.728299466316648, 50.15899835640282], [2.72762531551912, 50.162193836832714], [2.710498978773432, 50.157556792776354], [2.696781757710026, 50.16066681891384], [2.720871776593361, 50.16753987283899], [2.73430188314707, 50.18194675564474], [2.739203507866728, 50.18332220768116], [2.752568643086346, 50.18143708719586], [2.754917781459945, 50.17571252858497], [2.749433176142515, 50.167870810386546], [2.728299466316648, 50.15899835640282]]], ""type"": ""Polygon""}",27252,68,20,1,62,31,"POLYGON ((2.728299466316648 50.15899835640282, 2.72762531551912 50.162193836832714, 2.710498978773432 50.157556792776354, 2.696781757710026 50.16066681891384, 2.720871776593361 50.16753987283899, 2.73430188314707 50.18194675564474, 2.739203507866728 50.18332220768116, 2.752568643086346 50.18143708719586, 2.754917781459945 50.17571252858497, 2.749433176142515 50.167870810386546, 2.728299466316648 50.15899835640282))"
59409,59234,MONCHECOURT,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],57.0,687.0,2.6,"50.30619637445989, 3.21073984637161","{""coordinates"": [[[3.215264464852997, 50.28966274480483], [3.194777614258531, 50.2976069966084], [3.1903401814413472, 50.299176199490596], [3.193304672522474, 50.30830272708778], [3.188711330050549, 50.309683544147674], [3.201165658420161, 50.3213626615984], [3.208649396756361, 50.323603776230925], [3.21303174366957, 50.321899390388126], [3.21465929466595, 50.31548604207598], [3.233927075387176, 50.31284726420165], [3.230080657125717, 50.30258313345399], [3.222363755110263, 50.2914548549312], [3.217798292739899, 50.29226210751405], [3.215264464852997, 50.28966274480483]]], ""type"": ""Polygon""}",19384,409,1,3,59,31,"POLYGON ((3.215264464852997 50.28966274480483, 3.194777614258531 50.2976069966084, 3.1903401814413472 50.299176199490596, 3.193304672522474 50.30830272708778, 3.188711330050549 50.309683544147674, 3.201165658420161 50.3213626615984, 3.208649396756361 50.323603776230925, 3.21303174366957 50.321899390388126, 3.21465929466595 50.31548604207598, 3.233927075387176 50.31284726420165, 3.230080657125717 50.30258313345399, 3.222363755110263 50.2914548549312, 3.217798292739899 50.29226210751405, 3.215264464852997 50.28966274480483))"
62676,62120,QUERNES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],42.0,279.0,0.4,"50.60249521097411, 2.367951717338648","{""coordinates"": [[[2.355920586856514, 50.59368387131448], [2.346436918727227, 50.60085021284061], [2.358475471658695, 50.60782375910258], [2.384880181249252, 50.60877417723473], [2.389682913118622, 50.60584515516672], [2.387519602731146, 50.60167012632805], [2.380763706461987, 50.59717601757289], [2.378977393987779, 50.60023654077246], [2.3739068289854632, 50.59975333091319], [2.355920586856514, 50.59368387131448]]], ""type"": ""Polygon""}",25953,676,38,2,62,31,"POLYGON ((2.355920586856514 50.59368387131448, 2.346436918727227 50.60085021284061, 2.358475471658695 50.60782375910258, 2.384880181249252 50.60877417723473, 2.389682913118622 50.60584515516672, 2.387519602731146 50.60167012632805, 2.380763706461987 50.59717601757289, 2.378977393987779 50.60023654077246, 2.3739068289854632 50.59975333091319, 2.355920586856514 50.59368387131448))"
59003,59149,AIBES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],205.0,928.0,0.4,"50.23370940403162, 4.096227014330976","{""coordinates"": [[[4.064030757401888, 50.213525581128884], [4.061008738334119, 50.21891294739416], [4.05992990605344, 50.220197448438796], [4.069486141329431, 50.223347678206046], [4.084942597288506, 50.236565985880034], [4.081473029568379, 50.246528482031735], [4.076487077947309, 50.24782039361287], [4.08598185498139, 50.2510775772045], [4.10056850739132, 50.246898086076776], [4.121701235803723, 50.24755151177457], [4.121253922179961, 50.23747089927446], [4.115055665931708, 50.22813386822473], [4.122819784380799, 50.21968461095651], [4.102183808405881, 50.22460380672555], [4.08159636355892, 50.22017955578661], [4.077020051513173, 50.22086627528175], [4.064030757401888, 50.213525581128884]]], ""type"": ""Polygon""}",26941,3,59,1,59,31,"POLYGON ((4.064030757401888 50.213525581128884, 4.061008738334119 50.21891294739416, 4.05992990605344 50.220197448438796, 4.069486141329431 50.223347678206046, 4.084942597288506 50.236565985880034, 4.081473029568379 50.246528482031735, 4.076487077947309 50.24782039361287, 4.08598185498139 50.2510775772045, 4.10056850739132 50.246898086076776, 4.121701235803723 50.24755151177457, 4.121253922179961 50.23747089927446, 4.115055665931708 50.22813386822473, 4.122819784380799 50.21968461095651, 4.102183808405881 50.22460380672555, 4.08159636355892 50.22017955578661, 4.077020051513173 50.22086627528175, 4.064030757401888 50.213525581128884))"
62284,62860,ECOURT-SAINT-QUENTIN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],46.0,949.0,1.7000000000000002,"50.260600382368736, 3.061983427667154","{""coordinates"": [[[3.045968027474155, 50.24355575857812], [3.042291679755445, 50.25090203671914], [3.036381342650081, 50.269409668699666], [3.046235836168897, 50.276167445382676], [3.054641447685543, 50.275328973928], [3.061810938012354, 50.27209320021998], [3.062160850308228, 50.2718236580614], [3.08242988681773, 50.27001598729573], [3.092895444275875, 50.26277151353723], [3.092211144297202, 50.25620836006332], [3.080313740947713, 50.251879792351566], [3.045968027474155, 50.24355575857812]]], ""type"": ""Polygon""}",19617,284,35,1,62,31,"POLYGON ((3.045968027474155 50.24355575857812, 3.042291679755445 50.25090203671914, 3.036381342650081 50.269409668699666, 3.046235836168897 50.276167445382676, 3.054641447685543 50.275328973928, 3.061810938012354 50.27209320021998, 3.062160850308228 50.2718236580614, 3.08242988681773 50.27001598729573, 3.092895444275875 50.26277151353723, 3.092211144297202 50.25620836006332, 3.080313740947713 50.251879792351566, 3.045968027474155 50.24355575857812))"
62579,62111,MONCHY-AU-BOIS,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],143.0,1108.0,0.5,"50.179908055742864, 2.658413355126723","{""coordinates"": [[[2.663432088149711, 50.16000528618303], [2.635659166037029, 50.1712412052828], [2.62492710060276, 50.18364638153111], [2.651726871651122, 50.195327295210426], [2.670894811525196, 50.19694256902909], [2.686317347603174, 50.189098520089736], [2.682875109197669, 50.178152046400406], [2.679203372004521, 50.1771996137452], [2.68018561933923, 50.17222719023901], [2.674810115463758, 50.16449012572294], [2.663432088149711, 50.16000528618303]]], ""type"": ""Polygon""}",14644,579,10,1,62,31,"POLYGON ((2.663432088149711 50.16000528618303, 2.635659166037029 50.1712412052828, 2.62492710060276 50.18364638153111, 2.651726871651122 50.195327295210426, 2.670894811525196 50.19694256902909, 2.686317347603174 50.189098520089736, 2.682875109197669 50.178152046400406, 2.679203372004521 50.1771996137452, 2.68018561933923 50.17222719023901, 2.674810115463758 50.16449012572294, 2.663432088149711 50.16000528618303))"
59477,59185,PROVIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],26.0,333.0,4.0,"50.51340800194111, 2.911179658315038","{""coordinates"": [[[2.910143417179456, 50.49983407428557], [2.904831020527185, 50.50345640782434], [2.901996542080549, 50.50632650284045], [2.9057990293820053, 50.51263950993092], [2.895639080095087, 50.53137270380776], [2.916456540035022, 50.52023171472591], [2.926864730876534, 50.50780676480511], [2.910143417179456, 50.49983407428557]]], ""type"": ""Polygon""}",21621,477,57,5,59,31,"POLYGON ((2.910143417179456 50.49983407428557, 2.904831020527185 50.50345640782434, 2.901996542080549 50.50632650284045, 2.9057990293820053 50.51263950993092, 2.895639080095087 50.53137270380776, 2.916456540035022 50.52023171472591, 2.926864730876534 50.50780676480511, 2.910143417179456 50.49983407428557))"
62723,62870,ROUSSENT,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],30.0,522.0,0.2,"50.37132441293584, 1.774553434872234","{""coordinates"": [[[1.791951616761646, 50.35946372763734], [1.7618487465460801, 50.36160766917233], [1.7668727753815001, 50.36624614626016], [1.75193107840646, 50.36761340013768], [1.753625668465408, 50.374032382449116], [1.7666077355288872, 50.37882268884012], [1.765037031470833, 50.38850386234153], [1.770792198054119, 50.38054341998188], [1.78197704874072, 50.38545778854561], [1.78846452770076, 50.380789908924015], [1.7866379981351321, 50.37090444199489], [1.793323730923957, 50.36606758737192], [1.791951616761646, 50.35946372763734]]], ""type"": ""Polygon""}",6861,723,18,4,62,31,"POLYGON ((1.791951616761646 50.35946372763734, 1.7618487465460801 50.36160766917233, 1.7668727753815001 50.36624614626016, 1.75193107840646 50.36761340013768, 1.753625668465408 50.374032382449116, 1.7666077355288872 50.37882268884012, 1.765037031470833 50.38850386234153, 1.770792198054119 50.38054341998188, 1.78197704874072 50.38545778854561, 1.78846452770076 50.380789908924015, 1.7866379981351321 50.37090444199489, 1.793323730923957 50.36606758737192, 1.791951616761646 50.35946372763734))"
62568,62217,MERCATEL,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],84.0,580.0,0.6000000000000001,"50.23456468764496, 2.78842840897392","{""coordinates"": [[[2.801343707393396, 50.225211916672215], [2.7841938707986893, 50.22608996772359], [2.767230396593342, 50.22587946734569], [2.764475349649337, 50.237412750783584], [2.774932405291509, 50.2408085293687], [2.798482662525526, 50.2477543565196], [2.813109040491849, 50.23062697892017], [2.801343707393396, 50.225211916672215]]], ""type"": ""Polygon""}",5586,568,10,1,62,31,"POLYGON ((2.801343707393396 50.225211916672215, 2.7841938707986893 50.22608996772359, 2.767230396593342 50.22587946734569, 2.764475349649337 50.237412750783584, 2.774932405291509 50.2408085293687, 2.798482662525526 50.2477543565196, 2.813109040491849 50.23062697892017, 2.801343707393396 50.225211916672215))"
59255,59268,FRESSIES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],52.0,478.0,0.5,"50.24949107859874, 3.188883737815576","{""coordinates"": [[[3.1868508332076, 50.23492815709171], [3.177976561266, 50.23532741788678], [3.174735675818759, 50.24142002400065], [3.171787594475089, 50.25149883339829], [3.182751485624633, 50.25889978446244], [3.195026827499024, 50.26045229233378], [3.21035755705448, 50.258900626225845], [3.207883381906788, 50.25327493636802], [3.203426242185003, 50.25235752882014], [3.20373914562621, 50.24659238392798], [3.189759506390933, 50.24154145423221], [3.1868508332076, 50.23492815709171]]], ""type"": ""Polygon""}",20244,255,14,2,59,31,"POLYGON ((3.1868508332076 50.23492815709171, 3.177976561266 50.23532741788678, 3.174735675818759 50.24142002400065, 3.171787594475089 50.25149883339829, 3.182751485624633 50.25889978446244, 3.195026827499024 50.26045229233378, 3.21035755705448 50.258900626225845, 3.207883381906788 50.25327493636802, 3.203426242185003 50.25235752882014, 3.20373914562621 50.24659238392798, 3.189759506390933 50.24154145423221, 3.1868508332076 50.23492815709171))"
59154,59380,COUDEKERQUE-VILLAGE,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],1.0,1203.0,1.2,"50.99456804666641, 2.421670160657368","{""coordinates"": [[[2.435660253147401, 50.97358029850247], [2.423401804020899, 50.974609732085604], [2.391248394846476, 50.998038653430335], [2.3841348328114123, 51.00201320653271], [2.408369249324808, 51.00822034521658], [2.420308297070717, 51.01460853471243], [2.430949882176721, 51.01409230126863], [2.449611606069676, 50.98645123562893], [2.435660253147401, 50.97358029850247]]], ""type"": ""Polygon""}",30185,154,72,4,59,31,"POLYGON ((2.435660253147401 50.97358029850247, 2.423401804020899 50.974609732085604, 2.391248394846476 50.998038653430335, 2.3841348328114123 51.00201320653271, 2.408369249324808 51.00822034521658, 2.420308297070717 51.01460853471243, 2.430949882176721 51.01409230126863, 2.449611606069676 50.98645123562893, 2.435660253147401 50.97358029850247))"
62070,62127,BAILLEUL-AUX-CORNAILLES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],140.0,690.0,0.3,"50.3728404348655, 2.44878258653121","{""coordinates"": [[[2.439168948306536, 50.355778635085585], [2.441639088353703, 50.36210138364537], [2.424784118530745, 50.373093775569586], [2.444697559633751, 50.38646304847537], [2.441274274527386, 50.38873691315472], [2.459062216916994, 50.38778367278359], [2.462416248009819, 50.38533843863087], [2.465375586136009, 50.37903097538838], [2.459379038743873, 50.37000012067423], [2.46743756337669, 50.36589633899279], [2.47242536323832, 50.36676167897408], [2.464816062614561, 50.360291738144106], [2.4551039470716223, 50.36161389993824], [2.4486015177709892, 50.35686259010705], [2.439168948306536, 50.355778635085585]]], ""type"": ""Polygon""}",20593,70,5,1,62,31,"POLYGON ((2.439168948306536 50.355778635085585, 2.441639088353703 50.36210138364537, 2.424784118530745 50.373093775569586, 2.444697559633751 50.38646304847537, 2.441274274527386 50.38873691315472, 2.459062216916994 50.38778367278359, 2.462416248009819 50.38533843863087, 2.465375586136009 50.37903097538838, 2.459379038743873 50.37000012067423, 2.46743756337669 50.36589633899279, 2.47242536323832 50.36676167897408, 2.464816062614561 50.360291738144106, 2.4551039470716223 50.36161389993824, 2.4486015177709892 50.35686259010705, 2.439168948306536 50.355778635085585))"
62866,62180,WABEN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],11.0,875.0,0.4,"50.38229292618955, 1.650413725463333","{""coordinates"": [[[1.633357918626187, 50.364238545289304], [1.62764957074201, 50.37077481010345], [1.617768315426233, 50.37222691706825], [1.631024419768478, 50.3824848839133], [1.625219235958885, 50.391973836451164], [1.68932141105956, 50.39519372016489], [1.678227547067145, 50.383304453890744], [1.659551816566665, 50.37586619535699], [1.6532608664682722, 50.37010509383225], [1.633357918626187, 50.364238545289304]]], ""type"": ""Polygon""}",30115,866,69,4,62,31,"POLYGON ((1.633357918626187 50.364238545289304, 1.62764957074201 50.37077481010345, 1.617768315426233 50.37222691706825, 1.631024419768478 50.3824848839133, 1.625219235958885 50.391973836451164, 1.68932141105956 50.39519372016489, 1.678227547067145 50.383304453890744, 1.659551816566665 50.37586619535699, 1.6532608664682722 50.37010509383225, 1.633357918626187 50.364238545289304))"
62646,62860,PALLUEL,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],41.0,282.0,0.6000000000000001,"50.265351327919674, 3.095302809314476","{""coordinates"": [[[3.107559255019452, 50.26856896453535], [3.111707167609327, 50.26281874337913], [3.106308564062013, 50.253368587039574], [3.095185304138972, 50.25888185419823], [3.092211144297202, 50.25620836006332], [3.092895444275875, 50.26277151353723], [3.08242988681773, 50.27001598729573], [3.062160850308228, 50.2718236580614], [3.07747730100195, 50.27436497406998], [3.107559255019452, 50.26856896453535]]], ""type"": ""Polygon""}",31940,646,35,1,62,31,"POLYGON ((3.107559255019452 50.26856896453535, 3.111707167609327 50.26281874337913, 3.106308564062013 50.253368587039574, 3.095185304138972 50.25888185419823, 3.092211144297202 50.25620836006332, 3.092895444275875 50.26277151353723, 3.08242988681773 50.27001598729573, 3.062160850308228 50.2718236580614, 3.07747730100195 50.27436497406998, 3.107559255019452 50.26856896453535))"
62257,62310,CREQUY,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],156.0,2054.0,0.5,"50.50281120084895, 2.038628646488136","{""coordinates"": [[[2.04037986052188, 50.478202602407585], [2.018289639129024, 50.50147681666114], [2.010187788414294, 50.49835124367341], [2.004837322288413, 50.484941841772965], [2.001519720940922, 50.489053469127164], [1.992333771105158, 50.48470601050088], [1.9942728914144032, 50.49258553719688], [1.99081804118055, 50.49013366549638], [1.985911453629574, 50.491314415852045], [1.992221755411705, 50.49663535035063], [2.014186433748851, 50.52270967435799], [2.0128688646707, 50.5259935192993], [2.024168415859438, 50.528578479381686], [2.040664626266006, 50.526786402583134], [2.045918849328951, 50.520749987837654], [2.059429865703165, 50.51502763682308], [2.063162053746672, 50.50889805516708], [2.068532085334295, 50.509288653447705], [2.083019367018033, 50.49910964764893], [2.089757113743061, 50.49230120136652], [2.085342339971311, 50.48666716441326], [2.081755054420163, 50.48508761396592], [2.067176744244652, 50.488228193586906], [2.04037986052188, 50.478202602407585]]], ""type"": ""Polygon""}",13287,257,24,4,62,31,"POLYGON ((2.04037986052188 50.478202602407585, 2.018289639129024 50.50147681666114, 2.010187788414294 50.49835124367341, 2.004837322288413 50.484941841772965, 2.001519720940922 50.489053469127164, 1.992333771105158 50.48470601050088, 1.9942728914144032 50.49258553719688, 1.99081804118055 50.49013366549638, 1.985911453629574 50.491314415852045, 1.992221755411705 50.49663535035063, 2.014186433748851 50.52270967435799, 2.0128688646707 50.5259935192993, 2.024168415859438 50.528578479381686, 2.040664626266006 50.526786402583134, 2.045918849328951 50.520749987837654, 2.059429865703165 50.51502763682308, 2.063162053746672 50.50889805516708, 2.068532085334295 50.509288653447705, 2.083019367018033 50.49910964764893, 2.089757113743061 50.49230120136652, 2.085342339971311 50.48666716441326, 2.081755054420163 50.48508761396592, 2.067176744244652 50.488228193586906, 2.04037986052188 50.478202602407585))"
62869,62217,WAILLY,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],91.0,978.0,1.0,"50.24911680304463, 2.724190416423552","{""coordinates"": [[[2.721245342678535, 50.23184503968092], [2.713310992432302, 50.243697506844924], [2.68744776761707, 50.25302684189094], [2.684622099452765, 50.254752615964854], [2.693625869534007, 50.25962406502559], [2.718047264629555, 50.260652128266585], [2.731204097534468, 50.26506330892656], [2.743556904900379, 50.259953638609204], [2.742834366330682, 50.25329861777137], [2.75514592016511, 50.238507985736526], [2.738582697834556, 50.23320304947864], [2.726035564877244, 50.23393901346209], [2.721245342678535, 50.23184503968092]]], ""type"": ""Polygon""}",11144,869,4,1,62,31,"POLYGON ((2.721245342678535 50.23184503968092, 2.713310992432302 50.243697506844924, 2.68744776761707 50.25302684189094, 2.684622099452765 50.254752615964854, 2.693625869534007 50.25962406502559, 2.718047264629555 50.260652128266585, 2.731204097534468 50.26506330892656, 2.743556904900379 50.259953638609204, 2.742834366330682 50.25329861777137, 2.75514592016511 50.238507985736526, 2.738582697834556 50.23320304947864, 2.726035564877244 50.23393901346209, 2.721245342678535 50.23184503968092))"
62904,62890,ZOUAFQUES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],38.0,395.0,0.6000000000000001,"50.822809765850124, 2.053209531865157","{""coordinates"": [[[2.059657334782635, 50.81181603099678], [2.032862462379773, 50.82137302052245], [2.039975846490865, 50.83082203588141], [2.055485905559325, 50.83248372418865], [2.074213608080186, 50.82187541420379], [2.059657334782635, 50.81181603099678]]], ""type"": ""Polygon""}",29473,904,2,5,62,31,"POLYGON ((2.059657334782635 50.81181603099678, 2.032862462379773 50.82137302052245, 2.039975846490865 50.83082203588141, 2.055485905559325 50.83248372418865, 2.074213608080186 50.82187541420379, 2.059657334782635 50.81181603099678))"
